qualified_name,module,name,kind,stability,since,signature,deprecated,summary,notes
crossmarket_agentgym.config.LLMConfig,crossmarket_agentgym.config,LLMConfig,class,stable,1.0.0rc1,"(*, provider: Literal['openai_compatible'] = 'openai_compatible', model: str = 'deepseek-v4-pro', api_key_env: str = 'DEEPSEEK_API_KEY', base_url_env: str = 'DEEPSEEK_BASE_URL', temperature: float = 0.0, max_tokens: int = 2048, timeout_seconds: int = 120, max_retries: int = 2, retry_backoff_seconds: float = 0.25, structured_output_mode: Literal['json_object', 'json_schema'] = 'json_object')",false,Credential-free metadata for the required OpenAI-compatible provider.,
crossmarket_agentgym.config.ProjectConfig,crossmarket_agentgym.config,ProjectConfig,class,stable,1.0.0rc1,"(*, name: str = 'crossmarket_agent_gym', seed: int = 1024, output_dir: pathlib.Path = 'runs')",false,Reproducible project-level settings.,
crossmarket_agentgym.config.RootConfig,crossmarket_agentgym.config,RootConfig,class,stable,1.0.0rc1,"(*, project: crossmarket_agentgym.config.models.ProjectConfig = <factory>, llm: crossmarket_agentgym.config.models.LLMConfig = <factory>)",false,Minimal root configuration expanded in later phases.,
crossmarket_agentgym.config.load_config,crossmarket_agentgym.config,load_config,function,stable,1.0.0rc1,(path: 'Path') -> 'RootConfig',false,Load and validate a YAML file without executable YAML extensions.,
crossmarket_agentgym.data.CanonicalLoadResult,crossmarket_agentgym.data,CanonicalLoadResult,class,stable,1.0.0rc1,"(frame: 'pd.DataFrame', report: 'DataQualityReport', path: 'Path') -> None",false,A loaded frame and the non-destructive report produced for it.,
crossmarket_agentgym.data.DatasetValidationSummary,crossmarket_agentgym.data,DatasetValidationSummary,class,stable,1.0.0rc1,"(*, is_valid: bool, root: str, layout: str, markets: list[str], files_checked: int, ohlcv_rows: int, quality: crossmarket_agentgym.data.quality.report.DataQualityReport, manifest_missing: list[str] = <factory>, manifest_hash_mismatches: list[str] = <factory>, manifest_size_mismatches: list[str] = <factory>)",false,Auditable validation status across all inspected source files.,
crossmarket_agentgym.data.PartitionAccessError,crossmarket_agentgym.data,PartitionAccessError,class,stable,1.0.0rc1,,false,Raised when a workflow receives the wrong dataset capability.,
crossmarket_agentgym.data.PartitionCapability,crossmarket_agentgym.data,PartitionCapability,class,stable,1.0.0rc1,"(*, dataset_id: str, partition: Literal['train', 'validation', 'test', 'smoke'], start_signal_index: int, end_execution_index: int)",false,Immutable authority to use one closed transition interval.,
crossmarket_agentgym.data.PartitionName,crossmarket_agentgym.data,PartitionName,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.data.adapters.AdapterResult,crossmarket_agentgym.data.adapters,AdapterResult,class,provisional,1.0.0rc1,"(frame: 'pd.DataFrame', source_path: 'Path', warnings: 'tuple[str, ...]' = (), errors: 'tuple[str, ...]' = ()) -> None",false,Canonical rows plus explicit adapter warnings and errors.,
crossmarket_agentgym.data.adapters.LegacyCNExcelAdapter,crossmarket_agentgym.data.adapters,LegacyCNExcelAdapter,class,provisional,1.0.0rc1,(),false,Normalize RESSET A-share `.xls` and `.xlsx` source files.,
crossmarket_agentgym.data.adapters.LegacyYahooCSVAdapter,crossmarket_agentgym.data.adapters,LegacyYahooCSVAdapter,class,provisional,1.0.0rc1,(market: 'Market') -> 'None',false,"Normalize the flat Yahoo-style CSV files used by HK, JP, and US data.",
crossmarket_agentgym.data.adapters.SourceAdapter,crossmarket_agentgym.data.adapters,SourceAdapter,class,provisional,1.0.0rc1,"(*args, **kwargs)",false,Normalize a source file without mutating it or dropping invalid rows.,
crossmarket_agentgym.data.adapters.adapter_for,crossmarket_agentgym.data.adapters,adapter_for,function,provisional,1.0.0rc1,(market: 'Market') -> 'LegacyCNExcelAdapter | LegacyYahooCSVAdapter',false,Return the explicit adapter for a configured market.,
crossmarket_agentgym.data.adapters.discover_legacy_files,crossmarket_agentgym.data.adapters,discover_legacy_files,function,provisional,1.0.0rc1,"(root: 'Path', directory_markets: 'Mapping[str, Market] | None' = None) -> 'dict[Market, list[Path]]'",false,Discover supported files per market in deterministic path order.,
crossmarket_agentgym.data.calendars.CalendarMode,crossmarket_agentgym.data.calendars,CalendarMode,callable,provisional,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.data.calendars.CompositeMarketCalendar,crossmarket_agentgym.data.calendars,CompositeMarketCalendar,class,provisional,1.0.0rc1,"(calendars: 'tuple[MarketCalendar, ...]', *, mode: 'CalendarMode', rebalance_sessions: 'tuple[date, ...]' = (), name: 'str | None' = None) -> 'None'",false,"Union, intersection, or explicit rebalance composition of market calendars.",
crossmarket_agentgym.data.calendars.MarketCalendar,crossmarket_agentgym.data.calendars,MarketCalendar,class,provisional,1.0.0rc1,"(*args, **kwargs)",false,Read-only calendar contract used by data and environment layers.,
crossmarket_agentgym.data.calendars.StaticMarketCalendar,crossmarket_agentgym.data.calendars,StaticMarketCalendar,class,provisional,1.0.0rc1,"(name: 'str', all_sessions: 'tuple[date, ...]') -> None",false,"Immutable calendar backed by an explicit, auditable session list.",
crossmarket_agentgym.data.fx.FXRateError,crossmarket_agentgym.data.fx,FXRateError,class,provisional,1.0.0rc1,,false,"Raised when currency conversion would be missing, ambiguous, or invalid.",
crossmarket_agentgym.data.fx.FXRateTable,crossmarket_agentgym.data.fx,FXRateTable,class,provisional,1.0.0rc1,"(frame: 'pd.DataFrame', *, quote_currency: 'str') -> 'None'",false,Immutable lookup of local-currency units into one portfolio currency.,
crossmarket_agentgym.data.load_canonical,crossmarket_agentgym.data,load_canonical,function,stable,1.0.0rc1,"(path: 'Path', *, require_valid: 'bool' = False) -> 'CanonicalLoadResult'",false,Load canonical CSV or Parquet and optionally reject its quality report.,
crossmarket_agentgym.data.manifests.DatasetManifest,crossmarket_agentgym.data.manifests,DatasetManifest,class,stable,1.0.0rc1,"(*, schema_version: str = '1.0.0', dataset_name: str, created_at: datetime.datetime, software_version: str, source: str, adjustment_rule: str, row_count: int, markets: list[str], symbols: list[str], date_start: str | None, date_end: str | None, schema_columns: list[str], files: list[crossmarket_agentgym.data.manifests.models.ManifestFile], quality: crossmarket_agentgym.data.manifests.models.QualitySummary)",false,Reproducible metadata for a canonical dataset root.,
crossmarket_agentgym.data.manifests.FileRole,crossmarket_agentgym.data.manifests,FileRole,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.data.manifests.ManifestFile,crossmarket_agentgym.data.manifests,ManifestFile,class,stable,1.0.0rc1,"(*, path: str, role: Literal['ohlcv', 'instruments', 'fx'], format: Literal['csv', 'parquet'], size_bytes: int, sha256: str, row_count: int, markets: list[str] = <factory>, symbols: list[str] = <factory>, date_start: str | None = None, date_end: str | None = None)",false,Integrity and semantic metadata for one dataset artifact.,
crossmarket_agentgym.data.manifests.ManifestVerification,crossmarket_agentgym.data.manifests,ManifestVerification,class,stable,1.0.0rc1,"(*, missing_files: list[str] = <factory>, hash_mismatches: list[str] = <factory>, size_mismatches: list[str] = <factory>)",false,Recomputed filesystem integrity results.,
crossmarket_agentgym.data.manifests.QualitySummary,crossmarket_agentgym.data.manifests,QualitySummary,class,stable,1.0.0rc1,"(*, is_valid: bool, error_count: int, warning_count: int)",false,Aggregated validation status captured at import time.,
crossmarket_agentgym.data.manifests.build_dataset_manifest,crossmarket_agentgym.data.manifests,build_dataset_manifest,function,stable,1.0.0rc1,"(*, root: 'Path', dataset_name: 'str', file_roles: 'Mapping[Path, FileRole]', source: 'str', adjustment_rule: 'str', created_at: 'datetime | None' = None) -> 'DatasetManifest'",false,Build a manifest from existing files and their recomputed quality metadata.,
crossmarket_agentgym.data.manifests.load_manifest,crossmarket_agentgym.data.manifests,load_manifest,function,stable,1.0.0rc1,(path: 'Path') -> 'DatasetManifest',false,Load and validate a dataset manifest.,
crossmarket_agentgym.data.manifests.sha256_file,crossmarket_agentgym.data.manifests,sha256_file,function,stable,1.0.0rc1,(path: 'Path') -> 'str',false,Return the SHA-256 digest of a file without loading it all into memory.,
crossmarket_agentgym.data.manifests.verify_manifest,crossmarket_agentgym.data.manifests,verify_manifest,function,stable,1.0.0rc1,"(root: 'Path', manifest: 'DatasetManifest') -> 'ManifestVerification'",false,Recompute sizes and hashes without changing recorded metadata.,
crossmarket_agentgym.data.manifests.write_manifest,crossmarket_agentgym.data.manifests,write_manifest,function,stable,1.0.0rc1,"(manifest: 'DatasetManifest', path: 'Path') -> 'None'",false,"Write stable, human-readable UTF-8 JSON.",
crossmarket_agentgym.data.quality.DataQualityError,crossmarket_agentgym.data.quality,DataQualityError,class,provisional,1.0.0rc1,(report: 'DataQualityReport') -> 'None',false,Raised when callers explicitly require a valid frame.,
crossmarket_agentgym.data.quality.DataQualityReport,crossmarket_agentgym.data.quality,DataQualityReport,class,provisional,1.0.0rc1,"(*, row_count: int, issues: list[crossmarket_agentgym.data.quality.report.QualityIssue] = <factory>)",false,All findings for a frame without dropping or repairing its rows.,
crossmarket_agentgym.data.quality.QualityIssue,crossmarket_agentgym.data.quality,QualityIssue,class,provisional,1.0.0rc1,"(*, code: str, severity: Literal['info', 'warning', 'error'], message: str, count: int, rows: list[int] = <factory>, columns: list[str] = <factory>, file: str | None = None)",false,"One aggregated, non-destructive quality finding.",
crossmarket_agentgym.data.quality.merge_quality_reports,crossmarket_agentgym.data.quality,merge_quality_reports,function,provisional,1.0.0rc1,"(reports: 'Iterable[tuple[str, DataQualityReport]]') -> 'DataQualityReport'",false,Merge file reports while retaining each finding's relative file context.,
crossmarket_agentgym.data.quality.validate_ohlcv_frame,crossmarket_agentgym.data.quality,validate_ohlcv_frame,function,provisional,1.0.0rc1,(frame: 'pd.DataFrame') -> 'DataQualityReport',false,Inspect a canonical frame and report every detected invariant violation.,
crossmarket_agentgym.data.require_partition,crossmarket_agentgym.data,require_partition,function,stable,1.0.0rc1,"(capability: 'PartitionCapability', allowed: 'frozenset[PartitionName]') -> 'None'",false,Reject a partition unless the caller explicitly allows it.,
crossmarket_agentgym.data.schemas.CANONICAL_COLUMNS,crossmarket_agentgym.data.schemas,CANONICAL_COLUMNS,constant_or_type_alias,stable,1.0.0rc1,,false,Built-in immutable sequence.,
crossmarket_agentgym.data.schemas.MARKET_METADATA,crossmarket_agentgym.data.schemas,MARKET_METADATA,constant_or_type_alias,stable,1.0.0rc1,,false,dict() -> new empty dictionary,
crossmarket_agentgym.data.schemas.Market,crossmarket_agentgym.data.schemas,Market,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.data.schemas.MarketMetadata,crossmarket_agentgym.data.schemas,MarketMetadata,class,stable,1.0.0rc1,"(currency: 'str', timezone: 'str', default_exchange: 'str') -> None",false,Stable metadata that can be validated without guessing an exchange.,
crossmarket_agentgym.data.schemas.OHLCVRecord,crossmarket_agentgym.data.schemas,OHLCVRecord,class,stable,1.0.0rc1,"(*, trade_date: datetime.date, symbol: str, market: Literal['CN', 'HK', 'JP', 'US'], exchange: str, open: float, high: float, low: float, close: float, volume: float, currency: str, timezone: str, adjusted: bool, source: str, adjusted_close: float | None = None, turnover: float | None = None, suspension_flag: bool | None = None, limit_up: bool | None = None, limit_down: bool | None = None, tradable: bool | None = None)",false,One local-market daily bar with explicit provenance and adjustment state.,
crossmarket_agentgym.data.schemas.OPTIONAL_COLUMNS,crossmarket_agentgym.data.schemas,OPTIONAL_COLUMNS,constant_or_type_alias,stable,1.0.0rc1,,false,Built-in immutable sequence.,
crossmarket_agentgym.data.schemas.REQUIRED_COLUMNS,crossmarket_agentgym.data.schemas,REQUIRED_COLUMNS,constant_or_type_alias,stable,1.0.0rc1,,false,Built-in immutable sequence.,
crossmarket_agentgym.data.validate_configured_dataset,crossmarket_agentgym.data,validate_configured_dataset,function,stable,1.0.0rc1,"(config: 'DataValidationConfig', *, max_files_per_market: 'int | None' = None) -> 'DatasetValidationSummary'",false,Dispatch validation according to a strict data configuration.,
crossmarket_agentgym.data.validate_legacy_dataset,crossmarket_agentgym.data,validate_legacy_dataset,function,stable,1.0.0rc1,"(root: 'Path', *, max_files_per_market: 'int | None' = None, directory_markets: 'Mapping[str, Market] | None' = None) -> 'DatasetValidationSummary'",false,Normalize and inspect legacy sources without editing or dropping their rows.,
crossmarket_agentgym.data.validate_manifest_dataset,crossmarket_agentgym.data,validate_manifest_dataset,function,stable,1.0.0rc1,(root: 'Path') -> 'DatasetValidationSummary',false,Validate every OHLCV artifact and recompute every manifest digest.,
crossmarket_agentgym.data.write_canonical,crossmarket_agentgym.data,write_canonical,function,stable,1.0.0rc1,"(frame: 'pd.DataFrame', path: 'Path', *, require_valid: 'bool' = True) -> 'DataQualityReport'",false,Validate and write canonical CSV or Parquet without sorting or row deletion.,
crossmarket_agentgym.environments.ConstraintProjector,crossmarket_agentgym.environments,ConstraintProjector,class,stable,1.0.0rc1,"(config: 'EnvironmentConfig', markets: 'tuple[Market, ...]') -> 'None'",false,"Apply a fixed, replayable sequence of hard portfolio rules.",
crossmarket_agentgym.environments.CrossMarketPortfolioEnv,crossmarket_agentgym.environments,CrossMarketPortfolioEnv,class,stable,1.0.0rc1,"(panel: 'MarketDataPanel', config: 'EnvironmentConfig', *, render_mode: ""Literal['human', 'ansi', 'rgb_array'] | None"" = None, partition: 'PartitionCapability | None' = None, observation: 'ObservationConfig | None' = None) -> 'None'",false,Daily portfolio environment using close signals and next-open execution.,
crossmarket_agentgym.environments.EnvironmentCheckConfig,crossmarket_agentgym.environments,EnvironmentCheckConfig,class,stable,1.0.0rc1,"(*, dataset_root: pathlib.Path, seed: int = 1024, smoke_steps: int = 1000, observation: crossmarket_agentgym.environments.observations.ObservationConfig = <factory>, environment: crossmarket_agentgym.environments.config.EnvironmentConfig = <factory>)",false,Strict configuration for `cmag env check`.,
crossmarket_agentgym.environments.EnvironmentCheckSummary,crossmarket_agentgym.environments,EnvironmentCheckSummary,class,stable,1.0.0rc1,"(*, is_valid: bool, gymnasium_check: Literal['passed'], sb3_check: Literal['passed', 'skipped_not_installed'], smoke_steps: int, resets: int, finite_observations: bool, finite_rewards: bool, finite_values: bool, max_accounting_error: float, min_portfolio_value: float, execution_protocol: str, market_window_layout: Literal['flat', 'tensor'], warnings: tuple[crossmarket_agentgym.environments.checks.EnvironmentCheckWarning, ...] = ())",false,Serializable evidence from compatibility and random-action checks.,
crossmarket_agentgym.environments.EnvironmentCheckWarning,crossmarket_agentgym.environments,EnvironmentCheckWarning,class,stable,1.0.0rc1,"(*, warning_code: str, accepted: bool, reason: str, required_policy: str | None = None)",false,One accepted or blocking compatibility warning.,
crossmarket_agentgym.environments.EnvironmentConfig,crossmarket_agentgym.environments,EnvironmentConfig,class,stable,1.0.0rc1,"(*, execution_protocol: Literal['close_signal_next_open'] = 'close_signal_next_open', base_currency: str = 'USD', lookback: int = 20, initial_cash: float = 1000000.0, allow_short: bool = False, max_leverage: float = 1.0, max_asset_weight: float = 0.1, max_market_weight: float = 0.4, market_weight_overrides: dict[Literal['CN', 'HK', 'JP', 'US'], float] = <factory>, cash_floor: float = 0.05, max_turnover: float = 1.0, transaction_cost_bps: float = 10.0, slippage_bps: float = 5.0, reward: Literal['log_return', 'return_minus_cost', 'risk_adjusted', 'differential_sharpe', 'drawdown_penalty', 'cvar_penalty'] = 'risk_adjusted', risk_aversion: float = 0.1, drawdown_penalty: float = 0.5, cvar_alpha: float = 0.05, cvar_penalty: float = 0.5, lot_sizes: dict[str, int] = <factory>, t_plus_one_markets: frozenset[Literal['CN', 'HK', 'JP', 'US']] = frozenset({'CN'}), max_episode_steps: int | None = None, accounting_tolerance: float = 1e-08)",false,Immutable hard constraints and daily execution settings.,
crossmarket_agentgym.environments.MarketDataPanel,crossmarket_agentgym.environments,MarketDataPanel,class,stable,1.0.0rc1,"(dates: 'tuple[date, ...]', symbols: 'tuple[str, ...]', markets: 'tuple[Market, ...]', currencies: 'tuple[str, ...]', market_ids: 'NDArray[np.int32]', currency_ids: 'NDArray[np.int32]', features: 'NDArray[np.float32]', open_prices: 'NDArray[np.float64]', close_prices: 'NDArray[np.float64]', tradable_mask: 'NDArray[np.bool_]', suspension_mask: 'NDArray[np.bool_]', limit_up_mask: 'NDArray[np.bool_]', limit_down_mask: 'NDArray[np.bool_]', first_fully_valued_index: 'int', base_currency: 'str', feature_names: 'tuple[str, ...]' = ('open_base', 'high_base', 'low_base', 'close_base', 'volume', 'log_return_base')) -> None",false,Dense daily arrays aligned on a union calendar.,
crossmarket_agentgym.environments.MarketWindowLayout,crossmarket_agentgym.environments,MarketWindowLayout,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.environments.ObservationConfig,crossmarket_agentgym.environments,ObservationConfig,class,stable,1.0.0rc1,"(*, market_window_layout: Literal['flat', 'tensor'] = 'tensor')",false,"Presentation layout for the raw ``[N,L,F]`` financial tensor.",
crossmarket_agentgym.environments.RewardName,crossmarket_agentgym.environments,RewardName,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.environments.run_environment_checks,crossmarket_agentgym.environments,run_environment_checks,function,stable,1.0.0rc1,(config: 'EnvironmentCheckConfig') -> 'EnvironmentCheckSummary',false,Run Gymnasium/SB3 checks and a seeded random-action accounting smoke test.,
crossmarket_agentgym.evaluation.BASELINES,crossmarket_agentgym.evaluation,BASELINES,constant_or_type_alias,stable,1.0.0rc1,,false,dict() -> new empty dictionary,
crossmarket_agentgym.evaluation.BaselineStrategy,crossmarket_agentgym.evaluation,BaselineStrategy,class,stable,1.0.0rc1,"(*args, **kwargs)",false,Stateful baseline contract compatible with the evaluator.,
crossmarket_agentgym.evaluation.EvaluationResult,crossmarket_agentgym.evaluation,EvaluationResult,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', algorithm: str, partition: str, episodes: int, evaluation_episodes: int, return_sample_count: int, reward_sample_count: int, statistical_warnings: tuple[str, ...] = (), total_steps: int, metrics: dict[str, float], trades: list[crossmarket_agentgym.evaluation.results.TradeRecord], weights: list[crossmarket_agentgym.evaluation.results.WeightRecord])",false,Metrics and replayable step records for one evaluated policy.,
crossmarket_agentgym.evaluation.TradeRecord,crossmarket_agentgym.evaluation,TradeRecord,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', episode: int, step: int, signal_date: str, execution_date: str, quantities: list[float], trade_value: float, transaction_cost: float, slippage: float, turnover: float)",false,One environment transition's executed trade audit.,
crossmarket_agentgym.evaluation.WeightRecord,crossmarket_agentgym.evaluation,WeightRecord,class,stable,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', episode: int, step: int, execution_date: str, projected: list[float], realized: list[float], portfolio_value: float, drawdown: float)",false,One projected and realized portfolio record.,
crossmarket_agentgym.evaluation.baseline_by_name,crossmarket_agentgym.evaluation,baseline_by_name,function,stable,1.0.0rc1,(name: 'str') -> 'BaselineStrategy',false,Construct an approved baseline by stable name.,
crossmarket_agentgym.evaluation.evaluate_policy,crossmarket_agentgym.evaluation,evaluate_policy,function,stable,1.0.0rc1,"(env: 'gym.Env[dict[str, NDArray[Any]], NDArray[np.float32]]', predictor: 'Predictor', *, algorithm: 'str', episodes: 'int' = 1, deterministic: 'bool' = True, seed: 'int' = 1024) -> 'EvaluationResult'",false,Evaluate without granting a training path to validation/test metrics.,
crossmarket_agentgym.evaluation.write_evaluation_artifacts,crossmarket_agentgym.evaluation,write_evaluation_artifacts,function,stable,1.0.0rc1,"(result: 'EvaluationResult', output_dir: 'Path') -> 'None'",false,"Write metrics, trades, and weights as separate deterministic JSON files.",
crossmarket_agentgym.features.StandardizationState,crossmarket_agentgym.features,StandardizationState,class,stable,1.0.0rc1,"(mean: 'NDArray[np.float64]', scale: 'NDArray[np.float64]', dataset_id: 'str') -> None",false,Serializable feature statistics learned from training data only.,
crossmarket_agentgym.features.TrainOnlyStandardizer,crossmarket_agentgym.features,TrainOnlyStandardizer,class,stable,1.0.0rc1,(epsilon: 'float' = 1e-08) -> 'None',false,Fit standardization statistics only with a training capability.,
crossmarket_agentgym.release.build_release_manifest,crossmarket_agentgym.release,build_release_manifest,function,stable,1.0.0rc1,(dist_dir: 'str | Path') -> 'DistributionManifest',false,Hash built wheels and source archives without publishing them.,
crossmarket_agentgym.release.check_release_readiness,crossmarket_agentgym.release,check_release_readiness,function,stable,1.0.0rc1,(workspace_root: 'str | Path' = '.') -> 'ReleaseReadinessResult',false,Validate local release assets without uploading or tagging anything.,
crossmarket_agentgym.release.is_release_candidate,crossmarket_agentgym.release,is_release_candidate,function,stable,1.0.0rc1,(version: 'str') -> 'bool',false,Return whether the accepted release version is an rc build.,
crossmarket_agentgym.release.release_label,crossmarket_agentgym.release,release_label,function,stable,1.0.0rc1,(version: 'str') -> 'str',false,Return the human/tag label for one accepted PEP 440 release version.,
crossmarket_agentgym.release.release_tag,crossmarket_agentgym.release,release_tag,function,stable,1.0.0rc1,(version: 'str') -> 'str',false,Return the required Git tag for one accepted release version.,
crossmarket_agentgym.release.reproduce_run,crossmarket_agentgym.release,reproduce_run,function,stable,1.0.0rc1,"(workspace_root: 'str | Path', runs_root: 'str | Path', run_id: 'str', *, max_json_bytes: 'int' = 5000000) -> 'ReproductionResult'",false,"Verify one known run without network, retraining, or account mutation.",
crossmarket_agentgym.release.run_cpu_quickstart,crossmarket_agentgym.release,run_cpu_quickstart,function,stable,1.0.0rc1,"(workspace_root: 'str | Path' = '.', *, smoke_steps: 'int' = 64) -> 'CpuQuickstartSummary'",false,Validate the four-market sample and run seeded environment checks.,
crossmarket_agentgym.release.verify_distributions,crossmarket_agentgym.release,verify_distributions,function,stable,1.0.0rc1,(dist_dir: 'str | Path') -> 'DistributionVerificationResult',false,"Verify metadata, packaged quickstart assets, and archive exclusions.",
crossmarket_agentgym.reporting.BenchmarkComparison,crossmarket_agentgym.reporting,BenchmarkComparison,class,provisional,1.0.0rc1,"(*, partition: Literal['validation', 'test'], selection_authority: Literal[False] = False, rows: tuple[crossmarket_agentgym.reporting.models.BenchmarkRow, ...])",false,Descriptive comparison that cannot authorize HPO selection.,
crossmarket_agentgym.reporting.BenchmarkRow,crossmarket_agentgym.reporting,BenchmarkRow,class,provisional,1.0.0rc1,"(*, run_id: str, algorithm: str, partition: Literal['validation', 'test'], seed: int | None = None, mean_return: float | None = None, sharpe: float | None = None, sortino: float | None = None, max_drawdown: float | None = None, calmar: float | None = None, cvar_95: float | None = None, mean_turnover: float | None = None, total_cost: float | None = None, cross_seed_variance: float | None = None, runtime_seconds: float | None = None)",false,Comparable investment and resource metrics for one locked run.,
crossmarket_agentgym.reporting.ExperimentDeclaration,crossmarket_agentgym.reporting,ExperimentDeclaration,class,provisional,1.0.0rc1,"(*, category: Literal['environment_correctness', 'algorithm_benchmark', 'cross_stock_zero_shot', 'leave_one_market_out', 'market_mechanism_ablation', 'agent_hpo_ablation'], label: str, status: Literal['completed', 'partial', 'planned'], evidence_paths: tuple[str, ...] = (), notes: str = '')",false,SoftwareX experiment readiness with explicit evidence provenance.,
crossmarket_agentgym.reporting.ReportBuildSummary,crossmarket_agentgym.reporting,ReportBuildSummary,class,provisional,1.0.0rc1,"(*, report_id: str, report_dir: str, markdown: str, html: str, run_browser: str, manifest: str, run_count: int, benchmark_rows: int, figure_count: int, source_index_sha256: str)",false,CLI response for a completed deterministic report.,
crossmarket_agentgym.reporting.ReportManifest,crossmarket_agentgym.reporting,ReportManifest,class,provisional,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', report_id: str, source_index_sha256: str, config_sha256: str, evidence_sha256: str, artifacts: tuple[crossmarket_agentgym.reporting.models.ReportArtifact, ...])",false,Self-contained provenance excluding the manifest's own digest.,
crossmarket_agentgym.reporting.RunIndex,crossmarket_agentgym.reporting,RunIndex,class,provisional,1.0.0rc1,"(*, schema_version: Literal['1.0'] = '1.0', runs_root: str, runs: tuple[crossmarket_agentgym.reporting.models.RunRecord, ...], fingerprint: str)",false,Deterministically ordered run browser payload.,
crossmarket_agentgym.reporting.RunRecord,crossmarket_agentgym.reporting,RunRecord,class,provisional,1.0.0rc1,"(*, run_id: str, kind: Literal['training', 'tuning', 'agent', 'phase7'], relative_path: str, status: str, algorithm: str | None = None, partitions: tuple[str, ...] = (), metrics: dict[str, dict[str, float]] = <factory>, attributes: dict[str, str | int | float | bool | None] = <factory>, artifact_count: int, source_files: tuple[str, ...], fingerprint: str, warnings: tuple[str, ...] = ())",false,Whitelisted metadata extracted from one run directory.,
crossmarket_agentgym.reporting.SoftwareXReportConfig,crossmarket_agentgym.reporting,SoftwareXReportConfig,class,provisional,1.0.0rc1,"(*, report_id: str = 'phase8-softwarex', title: str = 'CrossMarketAgentGym SoftwareX Evidence', workspace_root: pathlib.Path = '.', runs_root: pathlib.Path = 'runs', output_dir: pathlib.Path = 'reports', partition: Literal['validation', 'test'] = 'validation', include_run_ids: tuple[str, ...] = (), max_runs: int = 500, max_json_bytes: int = 5000000, experiments: tuple[crossmarket_agentgym.reporting.models.ExperimentDeclaration, ...])",false,"One-command, CPU-only report configuration.",
crossmarket_agentgym.reporting.build_benchmark_comparison,crossmarket_agentgym.reporting,build_benchmark_comparison,function,provisional,1.0.0rc1,"(index: 'RunIndex', workspace_root: 'str | Path', *, partition: 'ReportPartition' = 'validation', max_json_bytes: 'int' = 5000000) -> 'BenchmarkComparison'",false,Compare locked artifacts without producing a tuning winner.,
crossmarket_agentgym.reporting.build_run_index,crossmarket_agentgym.reporting,build_run_index,function,provisional,1.0.0rc1,"(workspace_root: 'str | Path', runs_root: 'str | Path', *, include_run_ids: 'tuple[str, ...]' = (), max_runs: 'int' = 500, max_json_bytes: 'int' = 5000000) -> 'RunIndex'",false,Index known artifacts without returning raw configuration or messages.,
crossmarket_agentgym.reporting.build_softwarex_report,crossmarket_agentgym.reporting,build_softwarex_report,function,provisional,1.0.0rc1,(config: 'SoftwareXReportConfig') -> 'ReportBuildSummary',false,"Generate deterministic tables, SVG figures, Markdown, HTML, and browser.",
crossmarket_agentgym.reporting.load_softwarex_report_config,crossmarket_agentgym.reporting,load_softwarex_report_config,function,provisional,1.0.0rc1,(path: 'Path') -> 'SoftwareXReportConfig',false,Load strict YAML without accessing any run or evidence path.,
crossmarket_agentgym.rl.AlgorithmName,crossmarket_agentgym.rl,AlgorithmName,callable,stable,1.0.0rc1,"(*args, **kwargs)",false,,
crossmarket_agentgym.rl.CallbackConfig,crossmarket_agentgym.rl,CallbackConfig,class,stable,1.0.0rc1,"(*, checkpoint_freq: int = 250, validation_freq: int = 250, early_stop_patience: int = 5, finite_guard: bool = True, max_drawdown: float | None = 0.8, resource_monitor_freq: int = 100, audit_freq: int = 1, metrics_freq: int = 1)",false,Cadence and thresholds for every required training callback.,
crossmarket_agentgym.rl.RLTrainer,crossmarket_agentgym.rl,RLTrainer,class,stable,1.0.0rc1,"(*args, **kwargs)",false,"Common training, evaluation, save, and load contract.",
crossmarket_agentgym.rl.SB3Trainer,crossmarket_agentgym.rl,SB3Trainer,class,stable,1.0.0rc1,"(algorithm: 'AlgorithmName', run_dir: 'Path') -> 'None'",false,Algorithm-neutral implementation of the project trainer protocol.,
crossmarket_agentgym.rl.TemporalSplitConfig,crossmarket_agentgym.rl,TemporalSplitConfig,class,stable,1.0.0rc1,"(*, train_end_execution_index: int, validation_end_execution_index: int, test_end_execution_index: int | None = None)",false,Non-overlapping outcome intervals with shared boundary observations.,
